PlayerID,RelativeTime,Event
100,-620792.2,PLAYER_LOGOUT
88,-360436.8,PLAYER_LOGOUT
47,-338455.2,PLAYER_LOGOUT
20,-318764.0,PLAYER_LOGOUT
86,-198581.8,PLAYER_LOGOUT
14,-71922.6,PLAYER_LOGOUT
15,-71922.6,PLAYER_LOGOUT
3,-69810.0,PLAYER_LOGOUT
25,-66632.8,PLAYER_LOGOUT
75,-52761.4,PLAYER_LOGOUT
40,-14664.6,PLAYER_LOGOUT
16,-12580.8,PLAYER_LOGOUT
31,-4064.8,PLAYER_LOGOUT
0,0,PLAYER_LOGIN
1,0,PLAYER_LOGIN
2,0,PLAYER_LOGIN
3,0,PLAYER_LOGIN
4,0,PLAYER_LOGIN
5,0,PLAYER_LOGIN
7,0,PLAYER_LOGIN
8,0,PLAYER_LOGIN
9,0,PLAYER_LOGIN
10,0,PLAYER_LOGIN
10,0.0,PLAYER_LOGOUT
11,0,PLAYER_LOGIN
11,0.0,PLAYER_LOGOUT
12,0,PLAYER_LOGIN
13,0,PLAYER_LOGIN
14,0,PLAYER_LOGIN
15,0,PLAYER_LOGIN
16,0,PLAYER_LOGIN
17,0,PLAYER_LOGIN
20,0,PLAYER_LOGIN
25,0,PLAYER_LOGIN
27,0,PLAYER_LOGIN
29,0,PLAYER_LOGIN
30,0,PLAYER_LOGIN
31,0,PLAYER_LOGIN
32,0,PLAYER_LOGIN
39,0,PLAYER_LOGIN
40,0,PLAYER_LOGIN
41,0,PLAYER_LOGIN
42,0,PLAYER_LOGIN
43,0,PLAYER_LOGIN
47,0,PLAYER_LOGIN
48,0,PLAYER_LOGIN
50,0,PLAYER_LOGIN
50,0.0,PLAYER_LOGOUT
51,0,PLAYER_LOGIN
52,0,PLAYER_LOGIN
53,0,PLAYER_LOGIN
54,0,PLAYER_LOGIN
55,0,PLAYER_LOGIN
56,0,PLAYER_LOGIN
57,0,PLAYER_LOGIN
58,0,PLAYER_LOGIN
59,0,PLAYER_LOGIN
59,0.0,PLAYER_LOGOUT
60,0,PLAYER_LOGIN
64,0,PLAYER_LOGIN
65,0,PLAYER_LOGIN
66,0,PLAYER_LOGIN
67,0,PLAYER_LOGIN
68,0,PLAYER_LOGIN
69,0,PLAYER_LOGIN
70,0,PLAYER_LOGIN
71,0,PLAYER_LOGIN
72,0,PLAYER_LOGIN
75,0,PLAYER_LOGIN
78,0,PLAYER_LOGIN
80,0,PLAYER_LOGIN
81,0,PLAYER_LOGIN
82,0,PLAYER_LOGIN
84,0,PLAYER_LOGIN
85,0,PLAYER_LOGIN
86,0,PLAYER_LOGIN
87,0,PLAYER_LOGIN
88,0,PLAYER_LOGIN
89,0,PLAYER_LOGIN
90,0,PLAYER_LOGIN
91,0,PLAYER_LOGIN
92,0,PLAYER_LOGIN
93,0,PLAYER_LOGIN
94,0,PLAYER_LOGIN
96,0,PLAYER_LOGIN
97,0,PLAYER_LOGIN
98,0,PLAYER_LOGIN
100,0,PLAYER_LOGIN
104,0,PLAYER_LOGIN
105,0,PLAYER_LOGIN
107,0,PLAYER_LOGIN
108,0,PLAYER_LOGIN
109,0,PLAYER_LOGIN
110,0,PLAYER_LOGIN
111,0,PLAYER_LOGIN
112,0,PLAYER_LOGIN
113,0,PLAYER_LOGIN
114,0,PLAYER_LOGIN
115,0,PLAYER_LOGIN
116,0,PLAYER_LOGIN
13,14.2,PLAYER_LOGOUT
58,19.2,PLAYER_LOGOUT
97,20.4,PLAYER_LOGOUT
71,23.6,PLAYER_LOGOUT
12,28.4,PLAYER_LOGOUT
93,28.8,PLAYER_LOGOUT
56,33.6,PLAYER_LOGOUT
48,34.2,PLAYER_LOGOUT
4,59.6,PLAYER_LOGOUT
54,61.6,PLAYER_LOGOUT
105,61.6,PLAYER_LOGOUT
94,63.8,PLAYER_LOGOUT
17,64.2,PLAYER_LOGOUT
109,67.6,PLAYER_LOGOUT
78,71.2,PLAYER_LOGOUT
29,72.0,PLAYER_LOGOUT
27,77.8,PLAYER_LOGOUT
107,87.2,PLAYER_LOGOUT
65,100.8,PLAYER_LOGOUT
51,102.0,PLAYER_LOGOUT
116,162.4,PLAYER_LOGOUT
82,176.8,PLAYER_LOGOUT
