PlayerID,RelativeTime,Event
39,188.7,PLAYER_LOGIN
39,188.82,PLAYER_LOGOUT
55,188.82,PLAYER_LOGIN
55,188.831,PLAYER_LOGOUT
39,188.88,PLAYER_LOGIN
55,189.0,PLAYER_LOGIN
55,189.022,PLAYER_LOGOUT
54,189.48,PLAYER_LOGIN
54,189.694,PLAYER_LOGOUT
54,189.78,PLAYER_LOGIN
40,189.818,PLAYER_LOGOUT
40,189.84,PLAYER_LOGIN
54,189.933,PLAYER_LOGOUT
54,189.96,PLAYER_LOGIN
104,189.994,PLAYER_LOGOUT
104,190.08,PLAYER_LOGIN
104,190.08,PLAYER_LOGOUT
104,190.08,PLAYER_LOGIN
84,190.421,PLAYER_LOGOUT
40,190.8,PLAYER_LOGIN
40,190.857,PLAYER_LOGOUT
82,191.059,PLAYER_LOGOUT
112,191.283,PLAYER_LOGOUT
55,191.298,PLAYER_LOGOUT
54,191.692,PLAYER_LOGOUT
54,191.76,PLAYER_LOGIN
39,192.24,PLAYER_LOGIN
39,192.265,PLAYER_LOGOUT
40,192.294,PLAYER_LOGOUT
40,192.3,PLAYER_LOGIN
39,192.31,PLAYER_LOGOUT
82,192.96,PLAYER_LOGIN
40,193.221,PLAYER_LOGOUT
40,193.26,PLAYER_LOGIN
82,193.315,PLAYER_LOGOUT
40,193.604,PLAYER_LOGOUT
40,193.62,PLAYER_LOGIN
40,193.768,PLAYER_LOGOUT
40,193.8,PLAYER_LOGIN
40,193.98,PLAYER_LOGIN
40,194.038,PLAYER_LOGOUT
40,194.159,PLAYER_LOGOUT
41,194.174,PLAYER_LOGOUT
54,194.379,PLAYER_LOGOUT
54,194.4,PLAYER_LOGIN
54,194.46,PLAYER_LOGIN
54,194.463,PLAYER_LOGOUT
8,195.24,PLAYER_LOGIN
9,195.24,PLAYER_LOGIN
40,196.44,PLAYER_LOGIN
43,197.64,PLAYER_LOGIN
58,197.7,PLAYER_LOGIN
43,197.832,PLAYER_LOGOUT
9,198.3,PLAYER_LOGIN
39,198.3,PLAYER_LOGIN
84,198.3,PLAYER_LOGIN
9,198.321,PLAYER_LOGOUT
22,198.423,PLAYER_LOGOUT
39,198.54,PLAYER_LOGIN
39,198.575,PLAYER_LOGOUT
39,198.9,PLAYER_LOGIN
39,198.95,PLAYER_LOGOUT
55,198.96,PLAYER_LOGIN
116,198.985,PLAYER_LOGOUT
13,198.995,PLAYER_LOGOUT
13,199.02,PLAYER_LOGIN
13,199.08,PLAYER_LOGIN
13,199.101,PLAYER_LOGOUT
39,199.14,PLAYER_LOGIN
39,199.167,PLAYER_LOGOUT
116,199.32,PLAYER_LOGIN
74,199.905,PLAYER_LOGOUT
86,200.071,PLAYER_LOGOUT
74,200.452,PLAYER_LOGOUT
43,200.46,PLAYER_LOGIN
40,200.463,PLAYER_LOGOUT
7,201.77,PLAYER_LOGOUT
7,201.84,PLAYER_LOGIN
58,201.95,PLAYER_LOGOUT
82,203.28,PLAYER_LOGIN
9,203.513,PLAYER_LOGOUT
8,204.136,PLAYER_LOGOUT
104,204.69,PLAYER_LOGOUT
104,204.72,PLAYER_LOGIN
104,204.72,PLAYER_LOGOUT
104,204.72,PLAYER_LOGIN
104,204.78,PLAYER_LOGIN
104,204.784,PLAYER_LOGOUT
8,204.84,PLAYER_LOGIN
8,204.9,PLAYER_LOGIN
8,204.9,PLAYER_LOGOUT
8,204.924,PLAYER_LOGOUT
8,204.96,PLAYER_LOGIN
104,205.02,PLAYER_LOGIN
8,205.065,PLAYER_LOGOUT
8,205.08,PLAYER_LOGIN
104,205.08,PLAYER_LOGOUT
104,205.98,PLAYER_LOGIN
104,206.048,PLAYER_LOGOUT
105,206.148,PLAYER_LOGOUT
105,206.16,PLAYER_LOGIN
105,206.28,PLAYER_LOGIN
105,206.308,PLAYER_LOGOUT
